Car,Price,Body,Mileage,Engine Info,Eng Type,Registration,Year,Model
BMW,"17,900",sedan,69,2,Petrol,yes,2008,320
BMW,"2,500",sedan,242,3,Diesel,no,2001,530
BMW,"12,900",sedan,121,2,Petrol,yes,2007,318
BMW,"27,500",sedan,100,2,Petrol,yes,2012,520
BMW,"15,500",sedan,216,2,Diesel,yes,2008,320
BMW,"13,700",sedan,276,3,Diesel,yes,2004,530
BMW,"9,800",sedan,350,3,Diesel,yes,2001,530
BMW,"7,000",sedan,286,2.8,Petrol,yes,2001,520
BMW,"32,500",vagon,65,2,Petrol,yes,2014,328
BMW,"19,990",other,164,NA,Gas,yes,2004,645
BMW,"47,900",crossover,178,4,Diesel,yes,2012,X5
BMW,"17,500",vagon,125,3,Diesel,yes,2006,530
BMW,"58,000",crossover,64,2,Diesel,yes,2015,X5
BMW,"4,000",sedan,230,2,Diesel,no,2003,320
BMW,"69,999",crossover,71,4.4,Petrol,yes,2011,X5 M
BMW,"12,900",vagon,260,3,Diesel,yes,2004,330
BMW,"77,777",crossover,1,3,Diesel,yes,2014,X6
BMW,"17,000",vagon,158,2,Diesel,yes,2010,320
BMW,"13,700",sedan,254,3,Diesel,yes,2003,530
BMW,"15,300",sedan,250,2.5,Petrol,yes,2006,525
BMW,"29,500",sedan,230,3,Diesel,yes,2011,530
BMW,"16,999",vagon,213,3,Diesel,yes,2007,530
BMW,"11,900",sedan,160,2.5,Petrol,yes,2005,525
BMW,"6,800",crossover,242,99.99,Diesel,no,2005,X3
BMW,"13,500",crossover,250,3,Diesel,no,2006,X5
BMW,"29,900",crossover,182,3,Petrol,yes,2008,X6
BMW,"8,999",sedan,221,4.5,Petrol,yes,2002,745
BMW,"9,400",sedan,221,4.4,Gas,yes,2004,745
BMW,"51,900",crossover,106,3,Diesel,yes,2012,X6
BMW,"18,000",sedan,245,2.5,Petrol,yes,2007,523
BMW,"62,000",crossover,1,2,Diesel,yes,2016,X5
BMW,"2,800",sedan,296,3,Diesel,no,2001,730
BMW,"26,900",sedan,158,5,Petrol,yes,2007,M5
BMW,"8,900",sedan,256,2.2,Petrol,yes,2002,5 Series
BMW,"4,999",sedan,256,2.5,Diesel,no,2001,525
BMW,"16,700",sedan,150,2,Diesel,yes,2008,520
BMW,"81,000",sedan,23,4.4,Petrol,yes,2014,M5
BMW,"9,500",crossover,110,3,Diesel,no,2008,X6
BMW,"13,000",sedan,304,4.4,Other,yes,2002,745
BMW,"13,999",sedan,265,3,Diesel,yes,2005,730
BMW,"8,990",other,300,2.2,Petrol,yes,2002,320
BMW,"36,900",sedan,17,2,Petrol,yes,2013,520
BMW,"7,000",sedan,227,3,Diesel,no,2004,730
BMW,"32,500",other,86,3,Petrol,yes,2010,5 Series GT
BMW,"8,900",sedan,250,2.5,Diesel,yes,2001,525
BMW,"27,800",sedan,170,2,Diesel,yes,2011,520
BMW,"10,999",sedan,150,2,Gas,yes,2003,320
BMW,"24,700",vagon,142,2,Diesel,yes,2012,520
BMW,"31,000",sedan,100,2,Petrol,yes,2012,520
BMW,"21,600",crossover,200,4.8,Other,yes,2007,X5
BMW,"14,200",sedan,263,3,Petrol,yes,2004,530
BMW,"30,500",hatch,110,4.4,Petrol,yes,2008,X6
BMW,"18,400",crossover,256,3,Diesel,yes,2006,X5
BMW,"85,555",sedan,10,3,Diesel,yes,2015,640
BMW,"32,000",crossover,52,3,Petrol,yes,2012,X5
BMW,"12,799",sedan,181,2.2,Gas,yes,2004,520
BMW,"44,999",crossover,87,3,Diesel,yes,2011,X6
BMW,"15,500",sedan,89,2,Diesel,no,2012,520
BMW,"3,500",vagon,280,3,Diesel,no,2001,330
BMW,"38,000",sedan,74,2,Diesel,yes,2014,520
BMW,"34,900",crossover,35,3,Petrol,yes,2011,X3
BMW,"25,800",crossover,205,3,Diesel,yes,2008,X5
BMW,"57,000",crossover,47,3,Diesel,yes,2014,X6
BMW,"39,999",sedan,45,3,Petrol,yes,2011,535
BMW,"77,500",crossover,1,3,Petrol,yes,2016,X6
BMW,"25,500",crossover,130,3,Gas,yes,2007,X5
BMW,"34,500",crossover,85,3,Petrol,yes,2010,X5
BMW,"31,111",sedan,117,4.4,Petrol,yes,2010,750
BMW,"13,000",sedan,165,2.2,Gas,yes,2003,520
BMW,"37,900",crossover,97,3,Diesel,yes,2010,X6
BMW,"26,000",crossover,270,4.8,Petrol,yes,2008,X5
BMW,"35,500",sedan,67,3,Petrol,yes,2011,535
BMW,"37,000",crossover,186,5,Petrol,yes,2008,X6
BMW,"75,555",sedan,30,4.4,Petrol,yes,2014,M5
BMW,"12,000",crossover,218,3,Diesel,no,2006,X5
BMW,"36,300",crossover,83,3.5,Petrol,yes,2010,X6
BMW,"25,800",sedan,203,2,Diesel,yes,2010,520
BMW,"4,100",hatch,160,1.6,Petrol,yes,2004,1 Series
BMW,"29,900",sedan,175,2,Diesel,yes,2011,520
BMW,"12,900",sedan,200,2.5,Petrol,yes,2006,523
BMW,"39,500",vagon,93,2,Diesel,yes,2012,525
BMW,"16,500",sedan,150,2.5,Petrol,yes,2005,325
BMW,"49,000",vagon,56,5,Petrol,yes,2007,M5
BMW,"37,500",other,45,2,Petrol,yes,2013,520
BMW,"35,500",sedan,235,3,Diesel,yes,2010,730
BMW,"9,999",sedan,200,1.8,Petrol,yes,2004,318
BMW,"28,700",sedan,160,3,Petrol,yes,2011,528
BMW,"2,990",other,203,2,Petrol,no,2001,318
BMW,"77,500",crossover,1,3,Petrol,yes,2016,X6
BMW,"56,500",crossover,1,2,Diesel,yes,2016,X5
BMW,"28,700",other,160,3,Petrol,yes,2011,528
BMW,"21,000",other,130,2.5,Petrol,yes,2006,325
BMW,"34,500",other,160,3,Diesel,yes,2010,X5
BMW,"12,300",sedan,140,2,Petrol,yes,2005,318
BMW,"57,777",other,40,4,Diesel,yes,2012,X6
BMW,"38,000",crossover,223,3,Diesel,yes,2011,535
BMW,"8,800",sedan,287,3,Petrol,yes,2001,530
BMW,"4,999",sedan,327,3,Diesel,no,2001,730
BMW,"8,999",sedan,250,1.9,Petrol,yes,2001,316
BMW,"64,500",crossover,1,2,Diesel,yes,2016,X5
BMW,"13,900",other,80,3,Petrol,yes,2002,330
BMW,"53,999",sedan,80,2.99,Diesel,yes,2012,550
BMW,"27,800",crossover,140,3,Diesel,yes,2009,X5
BMW,"34,900",crossover,65,2,Petrol,yes,2013,X3
BMW,"28,000",other,100,5,Petrol,yes,2005,M5
BMW,"32,500",sedan,148,3,Petrol,yes,2011,535
BMW,"17,500",crossover,210,3,Diesel,yes,2005,X5
BMW,"85,900",crossover,19,3,Diesel,yes,2015,X6
BMW,"12,090",hatch,145,1.6,Petrol,yes,2010,116
BMW,"26,500",sedan,70,3,Petrol,yes,2008,330
BMW,"23,500",crossover,74,2,Petrol,yes,2010,X1
BMW,"24,500",crossover,195,4.8,Petrol,yes,2007,X5
BMW,"27,900",crossover,140,3,Diesel,yes,2009,X5
BMW,"2,700",sedan,220,2.5,Petrol,no,2002,525
BMW,"23,900",crossover,60,2,Petrol,yes,2013,X1
BMW,"34,900",crossover,110,4.4,Petrol,yes,2010,X6
BMW,"44,000",crossover,80,3,Diesel,yes,2012,X5
BMW,"60,500",crossover,1,2,Diesel,yes,2016,X5
BMW,"45,000",sedan,29,2,Diesel,yes,2016,520
BMW,"25,000",crossover,130,3,Diesel,yes,2012,X5
BMW,"45,500",other,26,2,Diesel,yes,2015,520
BMW,"14,990",sedan,135,2.5,Petrol,yes,2005,525
BMW,"14,000",crossover,164,3,Diesel,no,2006,X5
BMW,"70,000",sedan,16,3,Diesel,yes,2014,730
BMW,"9,500",sedan,217,2.2,Petrol,yes,2002,320
BMW,"5,300",sedan,147,2.2,Gas,no,2001,320
BMW,"10,999",other,162,2.2,Petrol,yes,2002,320
BMW,"24,700",other,85,4.4,Petrol,yes,2004,645
BMW,"37,500",crossover,115,3,Diesel,yes,2008,X5 M
BMW,"21,700",crossover,125,3,Petrol,yes,2007,X5
BMW,"4,100",sedan,26,3,Diesel,no,2001,530
BMW,"14,200",sedan,135,3,Gas,yes,2004,530
BMW,"48,550",other,147,4,Diesel,yes,2012,X5
BMW,"27,500",sedan,170,2,Diesel,yes,2011,520
BMW,"8,800",crossover,284,3,Diesel,no,2004,X5
BMW,"3,800",sedan,250,3,Diesel,no,2002,330
BMW,"12,200",sedan,239,3,Diesel,yes,2001,730
BMW,"2,300",sedan,189,1.8,Petrol,no,2002,318
BMW,"14,500",sedan,215,NA,Petrol,yes,2006,525
BMW,"20,500",crossover,285,4.8,Petrol,yes,2006,X5
BMW,"25,000",crossover,150,30,Petrol,yes,2007,X5
BMW,"33,000",crossover,200,3,Diesel,yes,2010,X5
BMW,"14,300",sedan,217,3,Diesel,yes,2005,530
BMW,"13,200",sedan,150,2.2,Petrol,yes,2004,520
BMW,"25,500",crossover,210,3,Gas,yes,2008,X5
BMW,"19,900",other,129,2,Petrol,yes,2008,320
BMW,"5,850",sedan,250,4.5,Gas,yes,2001,745
BMW,"42,000",sedan,71,2.99,Petrol,yes,2011,535
BMW,"3,400",vagon,191,2,Diesel,no,2002,320
BMW,"13,500",sedan,138,2.5,Petrol,yes,2004,525
BMW,"75,000",crossover,20,3,Diesel,yes,2014,X5
BMW,"17,200",crossover,308,4.6,Gas,yes,2003,X5
BMW,"45,000",crossover,80,3,Petrol,yes,2011,X6
BMW,"28,000",sedan,127,2.5,Petrol,yes,2010,523
BMW,"23,500",crossover,180,4.8,Petrol,yes,2008,X5
BMW,"21,700",crossover,101,2.5,Gas,yes,2007,X3
BMW,"15,250",other,144,3,Petrol,yes,2004,530
BMW,"10,600",sedan,285,2,Diesel,yes,2007,520
BMW,"26,900",crossover,140,4.8,Petrol,yes,2009,X5
BMW,"57,000",other,20,3.5,Petrol,yes,2013,X6
BMW,"10,800",sedan,180,2,Petrol,yes,2002,318
BMW,"4,300",sedan,240,2.5,Diesel,no,2002,525
BMW,"42,500",crossover,29,3,Petrol,yes,2011,X3
BMW,"38,000",sedan,61,NA,Petrol,yes,2013,535
BMW,"33,500",sedan,65,2,Petrol,yes,2013,520
BMW,"32,000",crossover,138,3,Petrol,yes,2009,X6
BMW,"8,100",crossover,175,3,Gas,no,2005,X5
BMW,"14,000",crossover,240,4.4,Gas,yes,2002,X5
BMW,"18,000",sedan,180,2,Other,no,2011,520
BMW,"9,500",sedan,315,2.5,Diesel,yes,2001,525
BMW,"8,200",sedan,238,3,Diesel,no,2004,730
BMW,"71,500",crossover,19,2.5,Diesel,yes,2015,X5
BMW,"28,000",crossover,116,NA,Petrol,yes,2008,X5
BMW,"34,500",sedan,45,2,Petrol,yes,2013,320
BMW,"23,000",other,100,NA,Other,yes,2005,630
BMW,"3,200",sedan,178,1.9,Petrol,no,2001,318
BMW,"5,400",crossover,250,3,Petrol,no,2003,X5
BMW,"32,500",sedan,131,2,Diesel,yes,2010,520
BMW,"27,300",sedan,155,2,Diesel,yes,2012,520
BMW,"51,000",sedan,97,3,Diesel,yes,2011,730
BMW,"38,500",sedan,140,2,Diesel,yes,2012,520
BMW,"45,200",crossover,68,3,Diesel,yes,2012,X5
BMW,"32,500",sedan,134,2,Diesel,yes,2010,520
BMW,"11,500",sedan,290,3,Diesel,yes,2001,730
BMW,"1,17,000",crossover,1,NA,Other,yes,2016,X6 M
BMW,"13,000",sedan,220,2.5,Petrol,yes,2005,523
BMW,"15,299",other,136,NA,Petrol,yes,2008,523
BMW,"11,900",sedan,300,2.5,Gas,yes,2004,525
BMW,"18,500",crossover,250,4.4,Gas,yes,2005,X5
BMW,"48,900",crossover,60,3,Diesel,yes,2011,X3
BMW,"25,500",crossover,187,4.8,Gas,yes,2007,X5
BMW,"25,999",sedan,80,2,Petrol,yes,2012,320
BMW,"24,100",vagon,112,3,Petrol,yes,2011,X1
BMW,"14,300",sedan,198,NA,Petrol,yes,2005,523
BMW,"15,200",sedan,227,2.5,Petrol,yes,2008,525
BMW,"9,000",sedan,245,3,Diesel,yes,2001,730
BMW,"26,800",sedan,47,2,Petrol,yes,2013,320
BMW,"65,500",crossover,1,2,Diesel,yes,2016,X5
BMW,"33,000",sedan,60,NA,Petrol,yes,2012,328
BMW,"22,100",hatch,42,1.6,Petrol,yes,2013,116
BMW,"11,600",sedan,142,2,Petrol,yes,2005,320
BMW,"9,000",sedan,225,2.2,Gas,yes,2002,320
BMW,"9,000",sedan,175,3,Petrol,no,2006,330
BMW,"1,37,000",crossover,2,4.4,Petrol,yes,2016,X5 M
BMW,"10,500",hatch,220,2,Petrol,yes,2005,118
BMW,"16,400",sedan,187,4.8,Gas,yes,2007,750
BMW,"18,500",sedan,114,2,Gas,yes,2008,520
BMW,"36,900",sedan,81,3,Diesel,yes,2010,730
BMW,"17,300",sedan,180,3,Diesel,yes,2007,730
BMW,"32,900",crossover,90,3,Petrol,yes,2008,X6
BMW,"36,500",sedan,33,2,Diesel,yes,2014,328
BMW,"19,900",other,95,4.5,Petrol,yes,2005,645
BMW,"27,900",sedan,38,2,Petrol,yes,2013,320
BMW,"23,500",crossover,140,4.8,Petrol,yes,2008,X5
BMW,"8,700",other,212,3,Diesel,no,2004,730
BMW,"6,100",sedan,205,1.8,Petrol,yes,2001,316
BMW,"72,900",crossover,16,3,Diesel,yes,2015,X6
BMW,"11,700",sedan,316,NA,Diesel,yes,2001,730
BMW,"58,500",crossover,80,3,Diesel,yes,2013,X5
BMW,"58,500",crossover,80,3,Diesel,yes,2013,X5 M
BMW,"3,600",sedan,221,3,Diesel,no,2002,530
BMW,"18,000",crossover,280,3,Diesel,yes,2005,X5
BMW,"5,900",hatch,243,2,Petrol,no,2006,116
BMW,"22,600",crossover,69,3,Petrol,no,2013,X6
BMW,"16,700",crossover,260,4.4,Petrol,yes,2003,X5
BMW,"16,100",crossover,194,3,Diesel,yes,2004,X5
BMW,"46,800",sedan,33,2,Diesel,yes,2014,520
BMW,"15,400",vagon,179,2,Diesel,yes,2007,520
BMW,"12,700",hatch,130,2,Petrol,yes,2007,118
BMW,"12,800",sedan,194,4.4,Gas,yes,2002,745
BMW,"3,500",hatch,1,2,Petrol,yes,2006,120
BMW,"33,500",sedan,1,1.5,Petrol,yes,2015,318
BMW,"24,999",vagon,24,2,Petrol,yes,2012,X1
BMW,"36,900",crossover,82,3,Petrol,yes,2010,X6
BMW,"8,400",sedan,220,2.2,Gas,yes,2001,5 Series
BMW,"13,700",sedan,122,2,Petrol,yes,2007,318
BMW,"62,900",crossover,1,2,Diesel,yes,2016,X5
BMW,"8,100",vagon,180,2,Diesel,no,2011,118
BMW,"19,900",other,218,3,Petrol,yes,2007,335
BMW,"34,900",vagon,136,2,Diesel,yes,2012,520
BMW,"21,000",hatch,79,1.6,Petrol,yes,2013,118
BMW,"45,500",sedan,42,2,Diesel,yes,2014,520
BMW,"11,700",sedan,270,3,Diesel,yes,2003,530
BMW,"31,000",vagon,15,NA,Other,yes,2015,I3
BMW,"8,500",sedan,245,2.2,Petrol,yes,2002,523
BMW,"11,800",crossover,210,3,Diesel,no,2006,X5
BMW,"6,499",other,230,3,Diesel,no,2002,X5
BMW,"10,800",other,191,2.2,Petrol,yes,2002,320
BMW,"12,500",crossover,176,3,Gas,yes,2002,X5
BMW,"12,800",sedan,140,2.2,Petrol,yes,2005,520
BMW,"22,500",other,100,3,Petrol,yes,2007,630
BMW,"19,000",crossover,215,3,Diesel,yes,2006,X5
BMW,"17,700",sedan,98,2,Petrol,yes,2011,320
BMW,"51,500",crossover,23,3,Petrol,yes,2013,X6
BMW,"39,900",crossover,82,3,Petrol,yes,2011,X6
BMW,"18,777",sedan,134,4.4,Petrol,yes,2005,545
BMW,"23,900",crossover,162,4.8,Petrol,yes,2007,X5
BMW,"64,999",sedan,15,3,Petrol,yes,2012,640
BMW,"11,900",sedan,1,2.8,Petrol,yes,2002,528
BMW,"13,000",sedan,90,5,Petrol,no,2008,M5
BMW,"37,500",other,55,2,Petrol,yes,2014,428
BMW,"18,700",crossover,260,3,Diesel,yes,2006,X5
BMW,"13,950",crossover,278,3,Diesel,yes,2003,X5
BMW,"19,500",sedan,190,6,Petrol,yes,2004,760
BMW,"52,222",hatch,3,2,Diesel,yes,2016,4 Series Gran Coupe
BMW,"6,699",sedan,299,2.2,Petrol,yes,2001,523
BMW,"9,100",sedan,230,2,Gas,yes,2004,318
BMW,"17,800",vagon,159,3,Diesel,yes,2008,530
BMW,"68,500",sedan,43,4.4,Petrol,yes,2013,750
BMW,"65,000",crossover,58,4.4,Petrol,yes,2014,X5
BMW,"18,100",crossover,200,4.8,Petrol,yes,2005,X5
BMW,"52,300",sedan,55,3,Diesel,yes,2013,5 Series GT
BMW,"8,500",sedan,352,2.17,Petrol,yes,2001,520
BMW,"13,000",sedan,193,3.6,Petrol,yes,2003,735
BMW,"32,500",vagon,162,3,Diesel,yes,2012,530
BMW,"9,500",sedan,339,3,Diesel,yes,2001,530
BMW,"34,000",sedan,115,5,Petrol,yes,2008,750
BMW,"27,000",sedan,137,5,Other,yes,2005,M5
BMW,"10,900",sedan,375,4.4,Gas,yes,2001,740
BMW,"22,000",other,138,4.8,Petrol,yes,2007,650
BMW,"64,900",crossover,73,3,Diesel,yes,2013,X6 M
BMW,"42,000",crossover,128,4.4,Petrol,yes,2011,X5 M
BMW,"15,000",crossover,85,4.8,Petrol,no,2010,X5
BMW,"8,900",sedan,240,2,Diesel,yes,2001,320
BMW,"23,700",crossover,117,2,Diesel,yes,2010,X1
BMW,"40,000",crossover,48,4.4,Petrol,yes,2009,X6
BMW,"37,500",crossover,110,4.4,Petrol,yes,2011,X6
BMW,"9,800",sedan,264,3,Diesel,yes,2001,530
BMW,"51,500",hatch,77,3,Petrol,yes,2012,535
BMW,"42,000",crossover,33,2,Petrol,yes,2014,X3
BMW,"9,999",sedan,271,3,Diesel,yes,2001,530
BMW,"45,500",crossover,76,4.4,Petrol,yes,2010,X6 M
BMW,"1,33,000",crossover,7,4.4,Petrol,yes,2015,X5 M
BMW,"1,12,000",sedan,16,3,Diesel,yes,2015,730
BMW,"39,000",crossover,38,3,Petrol,yes,2009,X6
BMW,"39,500",crossover,115,4.4,Petrol,yes,2010,X5
BMW,"24,500",sedan,114,NA,Petrol,yes,2005,M5
BMW,"30,500",crossover,147,3,Diesel,yes,2008,X5
BMW,"52,300",sedan,55,3,Diesel,yes,2013,530
BMW,"32,000",crossover,108,3,Petrol,yes,2008,X6
BMW,"17,800",crossover,265,3,Diesel,yes,2005,X5
BMW,"41,000",sedan,97,4.4,Petrol,yes,2011,750
BMW,"37,700",crossover,108,3,Petrol,yes,2011,X3
BMW,"47,777",crossover,142,3,Other,yes,2011,X6
BMW,"85,555",sedan,10,3,Other,yes,2015,6 Series Gran Coupe
BMW,"47,300",crossover,10,2,Diesel,yes,2016,X3
BMW,"55,500",crossover,90,3,Diesel,yes,2013,X5 M
BMW,"22,500",sedan,179,3,Diesel,yes,2007,730
BMW,"9,900",other,93,2.5,Petrol,yes,2003,Z4
BMW,"39,900",sedan,5,2,Petrol,yes,2016,520
BMW,"1,15,800",crossover,4,3,Diesel,yes,2016,X5 M
BMW,"21,700",sedan,259,3,Diesel,yes,2007,730
BMW,"20,000",sedan,230,6,Petrol,yes,2008,760
BMW,"16,999",other,90,2.5,Petrol,yes,2008,325
BMW,"8,300",sedan,197,3,Petrol,yes,2001,530
BMW,"3,800",sedan,278,2.9,Diesel,no,2001,530
BMW,"9,700",sedan,250,2,Petrol,yes,2003,318
BMW,"16,800",sedan,154,3,Petrol,yes,2006,330
BMW,"77,000",other,64,4.4,Petrol,yes,2012,M6
BMW,"11,800",sedan,218,2,Petrol,yes,2006,320
BMW,"41,500",crossover,176,3,Diesel,yes,2012,X5
BMW,"21,335",other,105,3,Petrol,yes,2008,335
BMW,"8,100",sedan,245,2,Diesel,no,2007,320
BMW,"6,800",sedan,325,NA,Other,no,2005,525
BMW,"8,900",vagon,274,2,Diesel,no,2007,320
BMW,"44,800",sedan,63,4.4,Petrol,yes,2012,750
BYD,"13,999",crossover,14,2.4,Gas,yes,2013,S6
BYD,"12,800",crossover,42,2.4,Gas,yes,2013,S6
BYD,"6,200",sedan,44,1.5,Petrol,yes,2013,F3
BYD,"6,000",sedan,64,1.6,Gas,yes,2008,F3
BYD,"6,700",hatch,20,1.5,Petrol,yes,2012,F3R
BYD,"4,900",sedan,92,1.6,Petrol,yes,2007,F3
BYD,"6,200",sedan,70,1.5,Petrol,yes,2012,F3
Chevrolet,"6,800",sedan,106,1.6,Petrol,yes,2007,Lacetti
Chevrolet,"7,800",sedan,85,1.6,Gas,yes,2012,Lacetti
Chevrolet,"5,200",sedan,179,1.5,Gas,yes,2008,Aveo
Chevrolet,"6,700",sedan,80,1.5,Petrol,yes,2011,Aveo
Chevrolet,"5,500",sedan,121,1.5,Petrol,yes,2006,Aveo
Chevrolet,"7,799",sedan,199,1.6,Gas,yes,2012,Aveo
Chevrolet,"5,999",sedan,121,1.6,Petrol,yes,2008,Lacetti
Chevrolet,"8,800",sedan,110,1.6,Gas,yes,2013,Lacetti
Chevrolet,"5,450",sedan,242,1.6,Gas,yes,2004,Lacetti
Chevrolet,"7,800",vagon,142,1.8,Gas,yes,2010,Lacetti
Chevrolet,"6,700",hatch,88,1.6,Petrol,yes,2009,Lacetti
Chevrolet,"4,450",crossover,164,1.7,Other,yes,2006,Niva
Chevrolet,"8,900",sedan,58,2,Petrol,yes,2012,Epica
Chevrolet,"4,999",sedan,135,1.5,Gas,yes,2008,Aveo
Chevrolet,"6,300",hatch,81,1.6,Petrol,yes,2009,Lacetti
Chevrolet,"5,200",sedan,11,NA,Petrol,yes,2007,Aveo
Chevrolet,"5,200",sedan,126,1.5,Gas,yes,2007,Aveo
Chevrolet,"11,281",sedan,1,1.4,Petrol,yes,2016,Aveo
Chevrolet,"6,950",sedan,32,1.6,Petrol,yes,2008,Aveo
Chevrolet,"7,100",sedan,125,2,Gas,yes,2007,Epica
Chevrolet,"5,800",crossover,81,1.7,Gas,yes,2007,Niva
Chevrolet,"34,000",other,80,6,Petrol,yes,2006,Corvette
Chevrolet,"5,555",crossover,76,1.7,Petrol,yes,2007,Niva
Chevrolet,"5,200",van,137,2,Petrol,yes,2004,Tacuma
Chevrolet,"11,990",hatch,40,1.8,Gas,yes,2012,Cruze
Chevrolet,"11,100",sedan,83,1.8,Petrol,yes,2011,Cruze
Chevrolet,"19,000",crossover,124,2.4,Gas,yes,2012,Captiva
Chevrolet,"10,200",sedan,118,1.8,Petrol,yes,2011,Cruze
Chevrolet,"5,800",sedan,145,1.5,Gas,yes,2008,Aveo
Chevrolet,"7,800",sedan,163,2,Gas,yes,2008,Epica
Chevrolet,"5,750",sedan,99,1.5,Petrol,yes,2009,Aveo
Chevrolet,"13,300",hatch,77,1.8,Other,yes,2012,Cruze
Chevrolet,"5,650",sedan,140,1.6,Petrol,yes,2006,Lacetti
Chevrolet,"5,444",sedan,120,1.6,Gas,yes,2007,Aveo
Chevrolet,"4,100",sedan,208,1.5,Gas,yes,2004,Aveo
Chevrolet,"6,000",sedan,132,1.8,Gas,yes,2007,Lacetti
Chevrolet,"5,200",sedan,117,1.5,Petrol,yes,2006,Aveo
Chevrolet,"12,500",sedan,64,1.8,Petrol,yes,2013,Cruze
Chevrolet,"5,700",hatch,140,1.8,Petrol,yes,2006,Lacetti
Chevrolet,"10,000",sedan,83,1.8,Gas,yes,2011,Cruze
Chevrolet,"59,999",other,1,2,Petrol,yes,2016,Camaro
Chevrolet,"6,999",sedan,132,2,Gas,yes,2007,Epica
Chevrolet,"6,300",sedan,120,1.6,Petrol,yes,2007,Lacetti
Chevrolet,"11,900",sedan,40,1.8,Petrol,yes,2011,Cruze
Chevrolet,"10,000",sedan,38,1.8,Petrol,yes,2010,Cruze
Chevrolet,"9,750",hatch,98,1.6,Petrol,yes,2011,Cruze
Chevrolet,"34,000",other,51,3.6,Petrol,yes,2012,Camaro
Chevrolet,"5,800",sedan,120,1.5,Petrol,yes,2007,Aveo
Chevrolet,"9,200",sedan,62,1.8,Petrol,yes,2013,Cruze
Chevrolet,"4,950",sedan,127,1.5,Petrol,yes,2008,Aveo
Chevrolet,"10,500",sedan,67,1.8,Petrol,yes,2011,Cruze
Chevrolet,"6,400",hatch,90,1.6,Petrol,yes,2008,Lacetti
Chevrolet,"10,578",crossover,1,1.7,Petrol,yes,2015,Niva
Chevrolet,"8,700",sedan,93,2,Gas,yes,2010,Epica
Chevrolet,"6,500",vagon,116,1.8,Gas,yes,2010,Lacetti
Chevrolet,"5,600",sedan,168,1.5,Gas,yes,2007,Aveo
Chevrolet,"6,150",sedan,102,1.5,Petrol,yes,2008,Aveo
Chevrolet,"8,300",sedan,97,2,Petrol,yes,2010,Epica
Chevrolet,"5,400",hatch,142,1.5,Gas,yes,2008,Aveo
Chevrolet,"4,500",hatch,185,1.5,Gas,yes,2004,Aveo
Chevrolet,"35,000",other,15,3.6,Petrol,yes,2012,Camaro
Chevrolet,"8,200",sedan,140,2,Petrol,yes,2007,Epica
Chevrolet,"6,000",sedan,128,1.5,Petrol,yes,2008,Aveo
Chevrolet,"6,950",sedan,88,1.5,Gas,yes,2011,Aveo
Chevrolet,"12,300",hatch,670,1.8,Gas,yes,2013,Cruze
Chevrolet,"5,300",sedan,145,2.5,Petrol,yes,2006,Evanda
Chevrolet,"4,200",sedan,160,1.5,Petrol,yes,2005,Aveo
Chevrolet,"11,000",sedan,60,1.8,Petrol,yes,2010,Cruze
Chevrolet,"4,600",sedan,138,1.5,Petrol,yes,2006,Aveo
Chevrolet,"4,500",sedan,135,1.6,Gas,yes,2007,Aveo
Chevrolet,"5,400",crossover,67,1.7,Petrol,yes,2006,Niva
Chevrolet,"8,500",sedan,67,1.5,Gas,yes,2011,Aveo
Chevrolet,"5,500",hatch,83,1.5,Petrol,yes,2009,Aveo
Chevrolet,"5,350",crossover,140,1.7,Petrol,yes,2008,Niva
Chevrolet,"5,999",other,113,NA,Petrol,yes,2008,Aveo
Chevrolet,"6,400",sedan,172,1.8,Gas,yes,2008,Lacetti
Chevrolet,"15,000",sedan,75,1.8,Gas,yes,2014,Cruze
Chevrolet,"6,650",sedan,127,1.8,Gas,yes,2006,Lacetti
Chevrolet,"6,900",sedan,90,1.8,Gas,yes,2006,Lacetti
Chevrolet,"5,500",sedan,200,1.8,Gas,yes,2006,Lacetti
Chevrolet,"7,000",sedan,80,1.8,Petrol,yes,2008,Lacetti
Chevrolet,"5,000",vagon,160,2,Gas,yes,2005,Tacuma
Chevrolet,"5,100",sedan,100,1.5,Petrol,yes,2007,Aveo
Chevrolet,"12,499",crossover,263,2.4,Petrol,yes,2007,Captiva
Chevrolet,"5,850",sedan,96,1.6,Gas,yes,2008,Aveo
Chevrolet,"5,400",vagon,105,1.7,Petrol,yes,2004,Niva
Chevrolet,"5,999",sedan,100,1.8,Gas,yes,2005,Lacetti
Chevrolet,"5,499",sedan,1,1.6,Gas,yes,2007,Aveo
Chevrolet,"2,550",vagon,176,1.6,Petrol,no,2006,Lacetti
Chevrolet,"6,700",hatch,62,1.5,Gas,yes,2009,Aveo
Chevrolet,"6,000",sedan,190,1.8,Gas,yes,2005,Lacetti
Chevrolet,"4,600",hatch,143,1.5,Petrol,yes,2006,Aveo
Chevrolet,"28,777",hatch,49,NA,Other,yes,2014,Volt
Chevrolet,"28,777",hatch,47,1.4,Other,yes,2014,Volt
Chevrolet,"5,250",sedan,110,1.5,Petrol,no,2006,Aveo
Chevrolet,"7,000",vagon,117,1.7,Petrol,yes,2007,Niva
Chevrolet,"8,500",hatch,124,1.6,Gas,yes,2010,Lacetti
Chevrolet,"5,400",sedan,129,1.6,Petrol,yes,2008,Aveo
Chevrolet,"4,650",sedan,131,1.5,Gas,yes,2006,Aveo
